serial_number,deploy_date,floor,hive_num,latitude,longitude,main_date,manuf_date,retired,sensor_type,vendor,wing,lat_long
9ba30c35-750c-11e6-834d-5fcfed080ab0,2016-07-02 18:30:23+0000,28,3,-22.88491,-111.006,2016-08-10 16:11:40+0000,2014-11-28 22:46:29+0000,FALSE,Temperature,Germ,South-West-1D,"-22.88491,-111.006"
9b9ddb95-750c-11e6-834d-5fcfed080ab0,2015-11-04 02:32:34+0000,63,3,69.65232,126.1686,2016-01-16 20:05:36+0000,2015-09-09 14:39:52+0000,FALSE,Temperature,Grime,North-1B,"69.65232,126.1686"
9ba492c4-750c-11e6-834d-5fcfed080ab0,2015-09-20 15:02:12+0000,63,2,39.03646,-133.765,2016-06-15 05:48:47+0000,2014-12-15 22:24:57+0000,FALSE,Motion,Silence,East-1C,"39.03646,-133.765"
9ba492fa-750c-11e6-834d-5fcfed080ab0,2016-07-16 13:42:52+0000,73,1,-80.78647,152.8018,2016-08-25 22:02:13+0000,2015-09-08 06:56:38+0000,FALSE,Temperature/Motion,Chaos Assembly,North-West-1F,"-80.78647,152.8018"
9ba6192c-750c-11e6-834d-5fcfed080ab0,2015-10-19 20:30:58+0000,36,3,-49.04672,-12.8667,2015-11-22 17:10:31+0000,2015-07-23 13:33:07+0000,FALSE,Temperature,Germ,South-West-1E,"-49.04672,-12.8667"
9ba3f671-750c-11e6-834d-5fcfed080ab0,2016-03-16 21:27:11+0000,80,2,-31.75674,108.9826,2016-07-10 13:11:35+0000,2014-12-01 11:20:49+0000,FALSE,Temperature,Furor,West-1G,"-31.75674,108.9826"
9ba296cc-750c-11e6-834d-5fcfed080ab0,2016-04-05 19:28:32+0000,95,1,55.98993,94.0503,2016-05-19 23:37:31+0000,2014-08-24 13:48:48+0000,FALSE,Humidity,Grime,South-West-1G,"55.98993,94.0503"
9ba41df6-750c-11e6-834d-5fcfed080ab0,2015-12-19 14:04:20+0000,31,1,40.73831,-84.6286,2016-01-22 03:41:18+0000,2014-08-31 09:04:43+0000,FALSE,Humidity,Chaos Assembly,South-West-1B,"40.73831,-84.6286"
9ba26fb0-750c-11e6-834d-5fcfed080ab0,2016-07-13 06:18:06+0000,89,3,-24.85907,-74.0722,2016-07-22 13:21:00+0000,2015-12-31 09:37:01+0000,FALSE,Temperature/Motion,Lightning,West-1G,"-24.85907,-74.0722"
9ba57d79-750c-11e6-834d-5fcfed080ab0,2016-01-03 10:18:35+0000,80,2,-89.41592,-96.3173,2016-01-26 04:41:35+0000,2014-07-10 03:39:37+0000,FALSE,Temperature,Crew of Iron,North-West-1A,"-89.41592,-96.3173"
9ba33334-750c-11e6-834d-5fcfed080ab0,2016-06-11 07:51:49+0000,10,3,89.91779,137.4213,2016-08-15 20:45:13+0000,2015-12-23 05:29:36+0000,FALSE,Temperature/Humidity,Clone,North-1A,"89.91779,137.4213"
9b99bce0-750c-11e6-834d-5fcfed080ab0,2015-09-24 20:37:36+0000,99,3,32.34267,61.9786,2016-08-18 12:34:10+0000,2014-07-24 01:03:32+0000,FALSE,Motion/Humidity,Shadow Council,North-West-1C,"32.34267,61.9786"
9ba073c7-750c-11e6-834d-5fcfed080ab0,2016-04-06 19:00:08+0000,24,3,82.11971,76.9583,2016-08-05 22:29:11+0000,2015-03-24 08:10:51+0000,FALSE,Humidity,Crew of Iron,North-West-1A,"82.11971,76.9583"
9ba3cf1c-750c-11e6-834d-5fcfed080ab0,2016-04-11 09:45:54+0000,90,1,69.05285,123.9462,2016-07-31 00:53:11+0000,2015-07-15 21:04:13+0000,FALSE,Temperature/Motion,Furor,South-West-1B,"69.05285,123.9462"
9ba26f76-750c-11e6-834d-5fcfed080ab0,2016-04-05 20:07:55+0000,56,1,-14.94847,-139.7118,2016-06-27 15:46:01+0000,2014-01-20 02:15:42+0000,FALSE,Temperature/Humidity,Chaos Assembly,East-1F,"-14.94847,-139.7118"
9ba2e4f7-750c-11e6-834d-5fcfed080ab0,2015-09-17 05:14:46+0000,37,1,-55.70344,-2.4389,2015-12-02 14:08:44+0000,2015-02-10 16:19:26+0000,FALSE,Temperature/Humidity,Phantom,West-1C,"-55.70344,-2.4389"
9ba4e0b1-750c-11e6-834d-5fcfed080ab0,2015-12-27 22:56:21+0000,40,2,-30.43132,8.443,2016-07-18 19:20:22+0000,2014-08-22 21:10:33+0000,FALSE,Temperature/Humidity,Hydro,South-West-1D,"-30.43132,8.443"
9ba0e8f8-750c-11e6-834d-5fcfed080ab0,2016-04-25 12:48:59+0000,64,1,-30.94058,-29.4184,2016-05-12 01:22:51+0000,2014-12-20 13:17:09+0000,FALSE,Humidity,Twilight,North-East-1E,"-30.94058,-29.4184"
9ba0c1f3-750c-11e6-834d-5fcfed080ab0,2016-04-14 12:12:57+0000,72,3,86.66004,-22.0866,2016-06-09 20:23:39+0000,2015-06-03 04:15:47+0000,FALSE,Temperature/Motion/Humidity,Grime,South-West-1B,"86.66004,-22.0866"
9ba5cb32-750c-11e6-834d-5fcfed080ab0,2015-10-28 04:48:05+0000,51,1,-62.91076,145.9583,2016-03-11 19:19:04+0000,2014-11-11 19:39:58+0000,FALSE,Temperature/Humidity,Clone,North-West-1C,"-62.91076,145.9583"
9ba02586-750c-11e6-834d-5fcfed080ab0,2016-01-25 23:35:08+0000,77,3,32.23163,-111.5921,2016-08-07 10:41:09+0000,2015-03-29 00:54:05+0000,FALSE,Motion,Furor,South-West-1D,"32.23163,-111.5921"
9ba4b992-750c-11e6-834d-5fcfed080ab0,2016-06-05 14:45:36+0000,74,3,-26.9858,-75.1103,2016-07-25 16:04:06+0000,2015-07-05 11:11:09+0000,FALSE,Motion/Humidity,Grime,South-West-1B,"-26.9858,-75.1103"
9ba46b44-750c-11e6-834d-5fcfed080ab0,2016-05-21 07:04:29+0000,71,3,-89.43839,113.8262,2016-07-20 12:40:22+0000,2015-12-28 05:46:57+0000,FALSE,Temperature/Humidity,Silence,North-East-1F,"-89.43839,113.8262"
9ba6675d-750c-11e6-834d-5fcfed080ab0,2015-09-22 01:40:21+0000,74,3,23.08,-32.5586,2015-11-20 16:31:15+0000,2014-03-14 09:03:55+0000,FALSE,Motion,Hydro,South-East-1D,"23.08,-32.5586"
9ba5080f-750c-11e6-834d-5fcfed080ab0,2015-09-12 01:50:54+0000,29,1,-3.70546,-155.887,2015-09-25 20:22:14+0000,2015-04-26 16:27:40+0000,FALSE,Temperature/Motion,Clone,North-East-1F,"-3.70546,-155.887"
9b968899-750c-11e6-834d-5fcfed080ab0,2015-10-15 23:05:15+0000,65,1,-17.69105,-71.9279,2016-06-29 20:37:01+0000,2015-02-01 15:31:49+0000,FALSE,Humidity,Germ,North-East-1A,"-17.69105,-71.9279"
9ba2e4fb-750c-11e6-834d-5fcfed080ab0,2016-05-04 06:34:26+0000,92,3,41.42986,132.894,2016-06-21 12:40:56+0000,2014-11-13 03:30:15+0000,FALSE,Humidity,Germ,South-West-1E,"41.42986,132.894"
9ba221cf-750c-11e6-834d-5fcfed080ab0,2016-01-06 03:24:59+0000,80,1,43.11004,-65.2582,2016-06-26 18:02:47+0000,2015-02-08 01:29:13+0000,FALSE,Humidity,Clone,South-West-1E,"43.11004,-65.2582"
9ba3a8d9-750c-11e6-834d-5fcfed080ab0,2016-02-08 10:27:47+0000,11,3,81.41316,-157.9914,2016-08-07 19:03:33+0000,2013-12-22 00:54:25+0000,FALSE,Temperature/Humidity,Valhalla,North-East-1A,"81.41316,-157.9914"
9ba2bda1-750c-11e6-834d-5fcfed080ab0,2015-09-11 02:20:10+0000,8,1,59.26146,-47.3726,2015-11-11 06:05:30+0000,2014-11-24 23:48:03+0000,FALSE,Motion,Twilight,North-East-1C,"59.26146,-47.3726"
9ba2bda7-750c-11e6-834d-5fcfed080ab0,2016-08-21 12:17:53+0000,36,3,-50.88443,16.5506,2016-08-25 08:31:57+0000,2013-12-12 05:19:49+0000,FALSE,Temperature/Motion,Silence,East-1G,"-50.88443,16.5506"
9ba1ac6a-750c-11e6-834d-5fcfed080ab0,2015-12-28 11:26:31+0000,45,3,-54.13516,110.6736,2016-01-20 03:08:36+0000,2015-01-24 13:15:10+0000,FALSE,Motion/Humidity,Phantom,North-West-1G,"-54.13516,110.6736"
9ba4ba6b-750c-11e6-834d-5fcfed080ab0,2016-01-01 20:18:10+0000,6,3,-46.64711,110.3893,2016-08-23 23:38:54+0000,2015-10-02 11:35:47+0000,FALSE,Temperature/Motion/Humidity,Silence,East-1G,"-46.64711,110.3893"
9ba50848-750c-11e6-834d-5fcfed080ab0,2016-04-04 10:35:05+0000,5,2,-10.61017,177.9824,2016-06-06 03:18:47+0000,2014-08-23 15:11:58+0000,FALSE,Temperature/Motion/Humidity,Phantom,North-1B,"-10.61017,177.9824"
9ba4ba1c-750c-11e6-834d-5fcfed080ab0,2016-05-07 14:46:51+0000,49,2,14.99039,-59.2152,2016-07-30 06:00:32+0000,2014-10-01 02:43:58+0000,FALSE,Temperature/Motion,Valhalla,North-East-1C,"14.99039,-59.2152"
9b9c7c01-750c-11e6-834d-5fcfed080ab0,2015-10-10 00:18:16+0000,93,2,26.23466,29.4127,2015-12-22 12:02:58+0000,2015-07-12 07:56:47+0000,FALSE,Temperature,Valhalla,South-East-1A,"26.23466,29.4127"
9ba0e90e-750c-11e6-834d-5fcfed080ab0,2015-10-20 05:07:36+0000,12,3,32.01512,115.3903,2016-07-01 14:08:19+0000,2014-01-20 20:47:10+0000,TRUE,Motion,Twilight,South-West-1F,"32.01512,115.3903"
9ba66735-750c-11e6-834d-5fcfed080ab0,2015-12-19 11:59:55+0000,4,2,-41.51051,169.9335,2016-02-29 17:07:31+0000,2015-10-15 14:45:19+0000,FALSE,Motion/Humidity,Shadow Council,South-1A,"-41.51051,169.9335"
9b9e77de-750c-11e6-834d-5fcfed080ab0,2016-03-07 12:03:09+0000,10,1,-45.90412,106.904,2016-04-19 21:45:53+0000,2016-01-20 21:33:44+0000,FALSE,Temperature/Motion/Humidity,Silence,South-East-1E,"-45.90412,106.904"
9ba26fa3-750c-11e6-834d-5fcfed080ab0,2015-12-26 17:29:19+0000,15,3,-4.27477,164.1444,2016-03-09 04:30:03+0000,2014-02-13 19:07:10+0000,FALSE,Temperature,Silence,South-East-1G,"-4.27477,164.1444"
9b9d3f5e-750c-11e6-834d-5fcfed080ab0,2015-11-08 12:46:54+0000,52,3,-64.58419,64.6297,2016-03-04 02:02:19+0000,2015-02-23 13:51:59+0000,FALSE,Temperature/Motion,Phantom,South-East-1E,"-64.58419,64.6297"
9ba619b1-750c-11e6-834d-5fcfed080ab0,2016-04-12 23:29:09+0000,72,2,49.70997,97.1228,2016-07-05 02:50:57+0000,2016-02-06 06:14:42+0000,TRUE,Temperature/Motion/Humidity,Grime,South-West-1E,"49.70997,97.1228"
9ba29763-750c-11e6-834d-5fcfed080ab0,2016-04-12 02:03:33+0000,72,2,80.95333,23.8991,2016-08-09 22:31:28+0000,2015-12-03 12:50:25+0000,FALSE,Temperature/Motion/Humidity,Clone,East-1F,"80.95333,23.8991"
9ba248f0-750c-11e6-834d-5fcfed080ab0,2015-11-30 07:01:59+0000,58,3,37.12664,86.9599,2016-08-15 01:50:01+0000,2015-03-16 06:53:54+0000,FALSE,Temperature/Motion,Germ,North-West-1C,"37.12664,86.9599"
9ba555f9-750c-11e6-834d-5fcfed080ab0,2016-06-19 22:33:09+0000,79,1,-26.34311,-133.1406,2016-06-22 12:40:00+0000,2014-12-22 22:11:08+0000,FALSE,Humidity,Valhalla,South-East-1F,"-26.34311,-133.1406"
9ba13720-750c-11e6-834d-5fcfed080ab0,2016-03-28 14:14:13+0000,65,1,88.2764,-24.7359,2016-04-21 01:48:47+0000,2015-11-06 12:58:45+0000,FALSE,Temperature,Grime,South-East-1C,"88.2764,-24.7359"
9ba46b4c-750c-11e6-834d-5fcfed080ab0,2016-05-27 11:13:32+0000,98,2,-81.75889,55.589,2016-08-22 19:05:37+0000,2015-02-11 14:56:22+0000,FALSE,Humidity,Clone,North-East-1E,"-81.75889,55.589"
9ba5568b-750c-11e6-834d-5fcfed080ab0,2015-09-17 21:29:46+0000,80,2,2.80079,30.776,2016-06-16 00:30:50+0000,2015-05-21 09:40:05+0000,FALSE,Humidity,Lightning,South-West-1E,"2.80079,30.776"
9ba44487-750c-11e6-834d-5fcfed080ab0,2015-10-17 06:29:00+0000,43,1,-12.03088,-105.7022,2015-12-25 13:26:04+0000,2015-04-22 05:48:54+0000,FALSE,Motion,Valhalla,North-East-1F,"-12.03088,-105.7022"
9ba3332c-750c-11e6-834d-5fcfed080ab0,2016-02-27 17:05:39+0000,63,3,70.65501,-121.998,2016-07-31 13:22:09+0000,2015-03-25 10:21:04+0000,FALSE,Motion/Humidity,Phantom,East-1E,"70.65501,-121.998"
9ba13711-750c-11e6-834d-5fcfed080ab0,2015-10-31 02:34:18+0000,47,3,28.31582,55.4395,2016-07-13 21:48:49+0000,2015-07-31 02:03:19+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-1B,"28.31582,55.4395"
9ba2970e-750c-11e6-834d-5fcfed080ab0,2016-07-07 00:55:57+0000,22,1,-47.36506,-165.4658,2016-07-27 03:24:39+0000,2015-06-28 23:14:47+0000,FALSE,Temperature,Twilight,North-East-1B,"-47.36506,-165.4658"
9ba41da2-750c-11e6-834d-5fcfed080ab0,2016-03-04 17:44:52+0000,65,1,12.37785,40.8913,2016-08-11 14:55:45+0000,2015-12-08 18:50:32+0000,FALSE,Temperature,Valhalla,North-East-1B,"12.37785,40.8913"
9ba640b9-750c-11e6-834d-5fcfed080ab0,2016-03-26 08:04:35+0000,5,2,-21.7578,-49.6606,2016-08-13 14:20:27+0000,2014-07-03 17:21:27+0000,FALSE,Motion/Humidity,Grime,North-1B,"-21.7578,-49.6606"
9ba52f0d-750c-11e6-834d-5fcfed080ab0,2016-04-11 04:26:59+0000,78,3,-64.10202,170.0729,2016-04-15 05:13:39+0000,2015-03-26 09:43:13+0000,FALSE,Humidity,Furor,North-1D,"-64.10202,170.0729"
9ba57d5a-750c-11e6-834d-5fcfed080ab0,2016-03-16 04:07:40+0000,28,3,2.35756,43.0249,2016-03-16 21:10:51+0000,2015-11-25 22:41:24+0000,FALSE,Temperature/Humidity,Crew of Iron,West-1E,"2.35756,43.0249"
9ba2486a-750c-11e6-834d-5fcfed080ab0,2016-06-17 04:21:02+0000,7,3,-35.66851,-96.1441,2016-08-17 20:35:53+0000,2015-12-11 11:51:35+0000,FALSE,Humidity,Crew of Iron,East-1G,"-35.66851,-96.1441"
9ba3332d-750c-11e6-834d-5fcfed080ab0,2015-11-27 15:57:10+0000,38,3,-88.58851,-53.1558,2016-08-31 12:50:31+0000,2014-11-18 06:19:57+0000,FALSE,Motion/Humidity,Phantom,West-1B,"-88.58851,-53.1558"
9ba1fae3-750c-11e6-834d-5fcfed080ab0,2015-11-07 18:41:57+0000,50,3,-10.93956,-174.103,2016-04-26 03:33:01+0000,2014-07-26 12:26:24+0000,FALSE,Motion,Grime,East-1E,"-10.93956,-174.103"
9ba1ac9e-750c-11e6-834d-5fcfed080ab0,2015-11-04 03:23:20+0000,87,2,-53.61277,35.2519,2016-06-26 15:30:13+0000,2015-01-20 03:31:29+0000,FALSE,Temperature,Twilight,East-1A,"-53.61277,35.2519"
9ba4e14c-750c-11e6-834d-5fcfed080ab0,2015-11-28 04:17:35+0000,17,2,-30.00855,77.9657,2016-08-03 08:24:28+0000,2014-12-06 17:11:05+0000,FALSE,Temperature/Motion,Parallel,South-West-1G,"-30.00855,77.9657"
9b96afa7-750c-11e6-834d-5fcfed080ab0,2016-01-09 13:16:14+0000,99,1,79.69589,31.5579,2016-05-12 02:50:48+0000,2015-03-23 11:43:14+0000,FALSE,Temperature/Humidity,Parallel,North-1F,"79.69589,31.5579"
9ba1fadb-750c-11e6-834d-5fcfed080ab0,2015-09-13 14:06:18+0000,64,3,-49.88399,-1.4124,2016-08-23 18:40:33+0000,2015-09-13 01:20:26+0000,FALSE,Temperature/Motion/Humidity,Furor,North-1C,"-49.88399,-1.4124"
9ba3f65b-750c-11e6-834d-5fcfed080ab0,2016-06-07 22:23:37+0000,8,3,-6.19935,-63.4167,2016-06-27 06:35:35+0000,2014-11-19 07:17:19+0000,FALSE,Temperature/Motion/Humidity,Silence,South-1E,"-6.19935,-63.4167"
9ba55656-750c-11e6-834d-5fcfed080ab0,2016-04-07 07:58:42+0000,21,3,15.44725,-84.0141,2016-08-20 12:22:16+0000,2016-03-23 05:05:21+0000,TRUE,Motion,Phantom,East-1B,"15.44725,-84.0141"
9ba507c0-750c-11e6-834d-5fcfed080ab0,2016-05-08 11:13:10+0000,23,3,-8.20148,-74.4469,2016-06-10 05:27:38+0000,2015-05-21 13:55:19+0000,FALSE,Temperature/Motion/Humidity,Silence,West-1G,"-8.20148,-74.4469"
9b98ab73-750c-11e6-834d-5fcfed080ab0,2015-11-23 08:22:43+0000,8,3,55.4922,169.735,2016-06-21 06:40:18+0000,2014-06-29 00:11:11+0000,FALSE,Temperature/Humidity,Crew of Iron,East-1G,"55.4922,169.735"
9b95ec5b-750c-11e6-834d-5fcfed080ab0,2015-12-23 04:46:22+0000,41,2,-38.58503,18.3047,2016-01-28 11:33:09+0000,2014-06-13 14:02:02+0000,FALSE,Temperature/Humidity,Chaos Assembly,East-1A,"-38.58503,18.3047"
9ba57cbd-750c-11e6-834d-5fcfed080ab0,2015-12-17 16:20:03+0000,74,1,59.00492,-51.0361,2016-06-30 17:33:01+0000,2014-12-25 03:21:11+0000,FALSE,Humidity,Twilight,North-East-1G,"59.00492,-51.0361"
9ba507c4-750c-11e6-834d-5fcfed080ab0,2015-09-30 07:23:09+0000,60,2,-26.74783,-1.6449,2016-06-12 05:31:21+0000,2015-02-22 00:23:14+0000,FALSE,Humidity,Silence,North-East-1G,"-26.74783,-1.6449"
9b9ca310-750c-11e6-834d-5fcfed080ab0,2016-06-26 22:00:06+0000,32,3,-20.64755,52.6192,2016-07-11 07:08:14+0000,2014-08-08 08:55:52+0000,FALSE,Motion/Humidity,Clone,South-1A,"-20.64755,52.6192"
9ba5a3fe-750c-11e6-834d-5fcfed080ab0,2016-07-09 08:19:46+0000,4,2,23.33574,104.156,2016-07-09 13:18:21+0000,2014-09-12 00:49:48+0000,FALSE,Motion,Silence,North-1F,"23.33574,104.156"
9ba50838-750c-11e6-834d-5fcfed080ab0,2016-04-21 19:50:45+0000,82,2,-24.38887,128.5985,2016-04-25 22:53:26+0000,2014-12-28 16:53:35+0000,FALSE,Temperature,Shadow Council,North-1C,"-24.38887,128.5985"
9ba0e933-750c-11e6-834d-5fcfed080ab0,2015-09-18 08:15:20+0000,40,3,68.05873,123.5428,2016-04-11 19:26:33+0000,2014-01-15 09:10:38+0000,FALSE,Motion/Humidity,Chaos Assembly,North-1F,"68.05873,123.5428"
9ba1fac2-750c-11e6-834d-5fcfed080ab0,2016-03-04 11:24:40+0000,56,3,27.97767,129.6374,2016-06-23 23:38:51+0000,2014-03-07 20:09:05+0000,FALSE,Humidity,Crew of Iron,North-West-1E,"27.97767,129.6374"
9b94dae4-750c-11e6-834d-5fcfed080ab0,2016-05-02 16:31:02+0000,82,1,-66.27331,147.4512,2016-08-09 06:09:44+0000,2015-10-09 20:34:02+0000,FALSE,Temperature/Motion,Grime,South-East-1C,"-66.27331,147.4512"
9b9bdfc0-750c-11e6-834d-5fcfed080ab0,2016-02-04 06:30:38+0000,27,2,-82.78488,-111.153,2016-05-28 20:07:13+0000,2014-12-01 00:01:59+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-1F,"-82.78488,-111.153"
9ba3816f-750c-11e6-834d-5fcfed080ab0,2016-06-01 06:43:37+0000,28,2,-50.43177,65.7194,2016-07-08 21:46:25+0000,2015-04-14 10:42:35+0000,FALSE,Temperature/Humidity,Furor,North-East-1G,"-50.43177,65.7194"
9ba0e91d-750c-11e6-834d-5fcfed080ab0,2016-02-10 07:05:15+0000,86,1,-46.43273,149.1375,2016-05-20 20:34:31+0000,2016-01-22 01:04:16+0000,FALSE,Temperature,Parallel,North-1E,"-46.43273,149.1375"
9ba073c3-750c-11e6-834d-5fcfed080ab0,2016-05-15 05:22:15+0000,92,3,82.02159,-3.2394,2016-07-28 14:54:01+0000,2013-12-25 16:42:44+0000,FALSE,Motion/Humidity,Phantom,North-East-1C,"82.02159,-3.2394"
9b9e02b1-750c-11e6-834d-5fcfed080ab0,2016-06-22 01:52:01+0000,13,2,63.11678,-156.1245,2016-07-12 13:45:20+0000,2014-09-26 05:22:41+0000,FALSE,Temperature/Humidity,Chaos Assembly,South-1D,"63.11678,-156.1245"
9b9fd793-750c-11e6-834d-5fcfed080ab0,2016-07-21 13:16:58+0000,23,3,-67.34015,-119.0272,2016-07-24 10:26:25+0000,2014-03-24 15:57:01+0000,FALSE,Motion/Humidity,Valhalla,South-West-1B,"-67.34015,-119.0272"
9b9ec615-750c-11e6-834d-5fcfed080ab0,2016-02-27 11:01:48+0000,67,1,-75.07231,167.5468,2016-03-15 21:49:35+0000,2014-04-21 19:04:10+0000,FALSE,Motion,Valhalla,North-East-1B,"-75.07231,167.5468"
9ba4e0f0-750c-11e6-834d-5fcfed080ab0,2015-11-28 05:35:55+0000,72,1,-30.03462,-137.3706,2016-04-25 23:24:42+0000,2015-07-10 10:53:07+0000,FALSE,Temperature,Silence,South-East-1D,"-30.03462,-137.3706"
9ba3f6d0-750c-11e6-834d-5fcfed080ab0,2016-04-11 17:35:45+0000,95,1,-16.75587,146.7543,2016-08-21 11:57:54+0000,2015-11-10 16:46:46+0000,FALSE,Motion,Shadow Council,South-1D,"-16.75587,146.7543"
9ba24914-750c-11e6-834d-5fcfed080ab0,2016-03-10 10:46:20+0000,77,2,24.1308,-78.7123,2016-08-29 06:40:18+0000,2015-01-06 13:53:43+0000,FALSE,Motion,Silence,East-1D,"24.1308,-78.7123"
9ba2e51f-750c-11e6-834d-5fcfed080ab0,2015-09-24 13:08:08+0000,41,3,-83.17111,110.5354,2016-05-22 01:24:05+0000,2015-09-15 04:38:40+0000,FALSE,Motion,Hydro,East-1A,"-83.17111,110.5354"
9ba4444b-750c-11e6-834d-5fcfed080ab0,2016-08-02 18:02:07+0000,63,1,81.5763,121.6588,2016-08-09 21:17:14+0000,2014-01-30 11:36:06+0000,FALSE,Motion/Humidity,Chaos Assembly,North-East-1G,"81.5763,121.6588"
9ba26fbc-750c-11e6-834d-5fcfed080ab0,2016-04-16 06:15:28+0000,63,3,15.13085,113.3045,2016-05-17 08:04:23+0000,2014-08-11 01:06:38+0000,FALSE,Temperature,Germ,South-West-1C,"15.13085,113.3045"
9ba444b2-750c-11e6-834d-5fcfed080ab0,2015-11-19 00:39:05+0000,53,3,14.77173,39.3083,2016-02-18 01:15:29+0000,2014-02-03 02:50:39+0000,FALSE,Temperature/Motion/Humidity,Twilight,North-East-1A,"14.77173,39.3083"
9ba2be59-750c-11e6-834d-5fcfed080ab0,2016-05-08 18:10:39+0000,6,2,-79.19159,116.8424,2016-07-01 11:36:48+0000,2016-03-14 15:59:06+0000,FALSE,Temperature/Humidity,Chaos Assembly,North-1D,"-79.19159,116.8424"
9ba1ac4b-750c-11e6-834d-5fcfed080ab0,2016-01-12 15:34:26+0000,32,2,-88.99298,106.8746,2016-02-05 02:53:15+0000,2014-04-04 09:30:15+0000,FALSE,Motion,Parallel,South-1B,"-88.99298,106.8746"
9ba1fade-750c-11e6-834d-5fcfed080ab0,2016-07-13 17:42:58+0000,43,3,88.69635,-56.4548,2016-08-14 22:25:12+0000,2015-08-18 22:05:02+0000,FALSE,Temperature/Motion/Humidity,Phantom,West-1B,"88.69635,-56.4548"
9ba52ef2-750c-11e6-834d-5fcfed080ab0,2016-03-25 09:48:29+0000,22,3,31.05939,85.0242,2016-05-04 07:18:07+0000,2014-06-24 19:20:21+0000,FALSE,Temperature/Motion,Parallel,North-1A,"31.05939,85.0242"
9ba46b51-750c-11e6-834d-5fcfed080ab0,2016-02-14 19:30:39+0000,26,1,68.97486,-81.8552,2016-07-09 14:23:06+0000,2015-02-27 16:20:02+0000,TRUE,Motion,Chaos Assembly,South-1F,"68.97486,-81.8552"
9ba04ca6-750c-11e6-834d-5fcfed080ab0,2015-12-23 07:30:53+0000,58,2,-10.69362,82.2592,2016-06-01 22:36:12+0000,2015-07-06 00:00:49+0000,FALSE,Temperature,Crew of Iron,East-1G,"-10.69362,82.2592"
9ba3f6fd-750c-11e6-834d-5fcfed080ab0,2015-11-30 16:25:36+0000,33,3,54.43992,-73.7028,2016-05-13 13:08:56+0000,2015-06-02 01:42:29+0000,FALSE,Temperature/Humidity,Valhalla,North-1B,"54.43992,-73.7028"
9ba26f7e-750c-11e6-834d-5fcfed080ab0,2016-05-13 07:30:26+0000,75,1,-1.43598,105.5461,2016-07-11 17:33:11+0000,2014-11-19 05:08:35+0000,FALSE,Humidity,Clone,South-West-1E,"-1.43598,105.5461"
9ba0e912-750c-11e6-834d-5fcfed080ab0,2016-04-07 23:33:48+0000,89,2,-48.2778,16.8742,2016-04-30 11:46:00+0000,2016-02-14 19:03:46+0000,FALSE,Humidity,Lightning,South-1C,"-48.2778,16.8742"
9ba2972d-750c-11e6-834d-5fcfed080ab0,2016-02-26 12:07:36+0000,9,2,5.89819,69.7644,2016-03-19 19:20:07+0000,2014-04-14 20:49:33+0000,FALSE,Humidity,Hydro,South-1F,"5.89819,69.7644"
9ba5562b-750c-11e6-834d-5fcfed080ab0,2016-05-03 04:31:46+0000,83,1,-18.817,54.6843,2016-05-27 05:44:32+0000,2015-01-23 10:00:01+0000,FALSE,Humidity,Silence,South-East-1G,"-18.817,54.6843"
9ba09af5-750c-11e6-834d-5fcfed080ab0,2015-10-10 08:44:14+0000,49,1,84.98765,72.8265,2016-06-03 07:33:06+0000,2015-01-15 07:17:31+0000,FALSE,Motion,Chaos Assembly,East-1C,"84.98765,72.8265"
9b9fd778-750c-11e6-834d-5fcfed080ab0,2016-02-28 20:54:25+0000,53,2,48.45698,-3.0497,2016-04-04 04:40:09+0000,2014-04-04 03:43:50+0000,TRUE,Temperature/Motion/Humidity,Chaos Assembly,West-1G,"48.45698,-3.0497"
9ba5cb64-750c-11e6-834d-5fcfed080ab0,2016-01-19 08:05:47+0000,28,2,12.51075,-89.063,2016-03-20 07:57:56+0000,2014-08-04 14:44:17+0000,FALSE,Temperature/Motion,Crew of Iron,East-1F,"12.51075,-89.063"
9ba3a817-750c-11e6-834d-5fcfed080ab0,2016-03-09 12:59:43+0000,17,3,-85.23136,23.2112,2016-05-30 07:24:48+0000,2016-02-20 05:00:26+0000,FALSE,Motion,Lightning,South-West-1C,"-85.23136,23.2112"
9ba2218b-750c-11e6-834d-5fcfed080ab0,2016-04-18 13:17:48+0000,41,3,3.15468,-47.0069,2016-05-10 11:56:38+0000,2014-12-19 20:01:10+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-East-1F,"3.15468,-47.0069"
9ba555e7-750c-11e6-834d-5fcfed080ab0,2016-08-02 17:28:06+0000,26,3,-30.1376,-27.294,2016-08-13 15:02:54+0000,2015-04-28 23:27:30+0000,FALSE,Motion/Humidity,Grime,East-1E,"-30.1376,-27.294"
9ba5a42f-750c-11e6-834d-5fcfed080ab0,2016-04-24 04:35:13+0000,46,3,-9.56454,-54.5169,2016-04-25 11:35:49+0000,2016-01-21 03:00:36+0000,TRUE,Temperature,Silence,West-1E,"-9.56454,-54.5169"
9ba66729-750c-11e6-834d-5fcfed080ab0,2016-05-07 19:14:18+0000,63,2,37.33362,151.4442,2016-06-05 00:02:11+0000,2014-07-02 15:17:19+0000,FALSE,Motion/Humidity,Furor,South-1E,"37.33362,151.4442"
