serial_number,deploy_date,floor,hive_num,latitude,longitude,main_date,manuf_date,retired,sensor_type,vendor,wing,lat_long
9ba41d8d-750c-11e6-834d-5fcfed080ab0,2016-02-03 09:02:36+0000,91,1,72.51669,-65.7561,2016-08-05 05:41:51+0000,2014-07-22 12:03:34+0000,FALSE,Humidity,Crew of Iron,North-East-1D,"72.51669,-65.7561"
9ba30c5f-750c-11e6-834d-5fcfed080ab0,2016-04-06 04:09:36+0000,4,3,12.80132,-102.1341,2016-04-30 14:12:10+0000,2015-02-11 17:22:29+0000,FALSE,Temperature/Humidity,Shadow Council,South-West-1E,"12.80132,-102.1341"
9b966181-750c-11e6-834d-5fcfed080ab0,2016-07-24 10:27:28+0000,25,1,39.35185,4.8808,2016-07-27 06:19:08+0000,2015-07-09 15:06:30+0000,FALSE,Temperature/Motion/Humidity,Crew of Iron,North-West-1E,"39.35185,4.8808"
9ba57db0-750c-11e6-834d-5fcfed080ab0,2016-04-07 18:43:45+0000,62,1,-84.6714,-26.8647,2016-08-07 04:33:17+0000,2015-11-27 02:01:20+0000,FALSE,Temperature/Motion,Hydro,West-1A,"-84.6714,-26.8647"
9ba66757-750c-11e6-834d-5fcfed080ab0,2016-08-17 19:37:46+0000,22,2,15.38074,161.2571,2016-08-26 18:54:29+0000,2015-03-13 12:39:42+0000,FALSE,Motion,Silence,East-1C,"15.38074,161.2571"
9ba3cff4-750c-11e6-834d-5fcfed080ab0,2015-09-14 08:35:46+0000,11,3,-87.65765,-151.2843,2016-05-01 17:03:48+0000,2014-02-03 15:56:32+0000,FALSE,Humidity,Phantom,East-1G,"-87.65765,-151.2843"
9ba46bf6-750c-11e6-834d-5fcfed080ab0,2016-08-18 06:17:24+0000,89,3,66.82619,-55.052,2016-08-29 21:58:21+0000,2014-10-31 18:10:42+0000,FALSE,Temperature/Motion,Parallel,South-West-1F,"66.82619,-55.052"
9ba52f83-750c-11e6-834d-5fcfed080ab0,2016-08-17 22:10:13+0000,58,1,30.15178,120.7854,2016-08-31 08:46:58+0000,2016-08-14 21:06:05+0000,FALSE,Temperature,Parallel,North-West-1C,"30.15178,120.7854"
9ba3f68a-750c-11e6-834d-5fcfed080ab0,2016-03-16 07:55:22+0000,52,3,89.07039,15.0288,2016-04-26 22:56:57+0000,2014-07-22 01:27:04+0000,FALSE,Temperature/Motion/Humidity,Chaos Assembly,North-East-1G,"89.07039,15.0288"
9ba2973a-750c-11e6-834d-5fcfed080ab0,2016-06-16 22:38:46+0000,70,2,-86.23752,-35.233,2016-06-30 23:52:20+0000,2014-05-11 13:17:09+0000,FALSE,Motion/Humidity,Valhalla,West-1F,"-86.23752,-35.233"
9b96d6bb-750c-11e6-834d-5fcfed080ab0,2016-03-27 14:48:19+0000,99,3,61.64745,164.0819,2016-08-17 09:50:03+0000,2014-02-21 17:41:47+0000,FALSE,Temperature/Motion/Humidity,Hydro,North-East-1D,"61.64745,164.0819"
9ba221e2-750c-11e6-834d-5fcfed080ab0,2015-11-14 00:28:53+0000,53,1,-28.84794,13.7781,2016-01-01 02:55:19+0000,2014-01-15 11:37:37+0000,FALSE,Motion,Valhalla,North-West-1E,"-28.84794,13.7781"
9ba5cb51-750c-11e6-834d-5fcfed080ab0,2015-10-31 07:07:00+0000,4,2,-49.75505,-35.1086,2015-12-10 08:21:05+0000,2014-06-22 18:17:05+0000,FALSE,Temperature/Motion,Shadow Council,West-1B,"-49.75505,-35.1086"
9b9c54ff-750c-11e6-834d-5fcfed080ab0,2016-04-03 14:38:59+0000,94,1,82.12525,156.3726,2016-06-09 08:45:16+0000,2015-08-18 19:07:47+0000,FALSE,Humidity,Clone,South-1D,"82.12525,156.3726"
9b98d289-750c-11e6-834d-5fcfed080ab0,2016-02-12 21:03:59+0000,2,1,82.98668,53.2066,2016-05-10 08:05:40+0000,2014-07-16 09:07:11+0000,FALSE,Temperature/Motion,Chaos Assembly,West-1C,"82.98668,53.2066"
9b9e29c2-750c-11e6-834d-5fcfed080ab0,2016-03-29 22:37:53+0000,48,1,-12.59586,-85.1271,2016-07-17 03:06:22+0000,2014-06-07 16:17:42+0000,FALSE,Motion/Humidity,Silence,West-1C,"-12.59586,-85.1271"
9b9f1422-750c-11e6-834d-5fcfed080ab0,2015-09-23 06:17:26+0000,33,1,-60.11403,-79.2146,2016-07-05 12:46:45+0000,2015-07-09 08:21:48+0000,FALSE,Humidity,Lightning,East-1E,"-60.11403,-79.2146"
9ba619af-750c-11e6-834d-5fcfed080ab0,2016-06-19 10:54:52+0000,57,2,-41.57606,34.8354,2016-08-27 10:07:58+0000,2016-03-15 01:58:16+0000,FALSE,Temperature,Silence,South-1F,"-41.57606,34.8354"
9ba4ba54-750c-11e6-834d-5fcfed080ab0,2016-08-11 01:24:24+0000,88,2,-78.27539,0.367,2016-08-27 22:35:59+0000,2014-01-08 14:18:42+0000,FALSE,Temperature,Silence,North-1F,"-78.27539,0.367"
9ba4b9ae-750c-11e6-834d-5fcfed080ab0,2015-12-24 12:42:30+0000,35,2,-55.67271,45.8364,2016-07-23 03:49:17+0000,2015-10-28 21:33:18+0000,FALSE,Temperature,Twilight,South-1E,"-55.67271,45.8364"
9ba30bc1-750c-11e6-834d-5fcfed080ab0,2015-10-30 20:32:05+0000,13,1,18.55353,-21.0912,2016-04-22 09:36:25+0000,2015-09-29 15:31:00+0000,FALSE,Temperature/Motion/Humidity,Shadow Council,South-East-1F,"18.55353,-21.0912"
9ba0e920-750c-11e6-834d-5fcfed080ab0,2016-07-16 10:48:37+0000,47,1,70.64632,46.5348,2016-08-11 19:47:28+0000,2015-05-10 20:04:19+0000,FALSE,Temperature/Motion/Humidity,Grime,South-West-1F,"70.64632,46.5348"
9ba1ac77-750c-11e6-834d-5fcfed080ab0,2016-03-06 02:35:04+0000,81,1,-12.7083,66.5254,2016-08-12 07:54:00+0000,2014-07-07 16:00:31+0000,FALSE,Temperature/Motion/Humidity,Clone,East-1A,"-12.7083,66.5254"
9ba1d3a8-750c-11e6-834d-5fcfed080ab0,2016-04-22 09:28:50+0000,62,2,69.72457,135.5877,2016-07-28 20:07:01+0000,2014-06-09 19:22:18+0000,FALSE,Temperature/Motion,Germ,West-1A,"69.72457,135.5877"
9ba11016-750c-11e6-834d-5fcfed080ab0,2015-10-19 03:18:43+0000,6,2,76.16349,-107.7637,2016-07-02 21:31:28+0000,2015-09-30 09:54:09+0000,FALSE,Temperature/Motion,Silence,West-1G,"76.16349,-107.7637"
9ba2be65-750c-11e6-834d-5fcfed080ab0,2016-05-30 18:49:30+0000,36,2,1.99192,169.1178,2016-07-18 20:44:38+0000,2014-08-22 22:47:01+0000,FALSE,Humidity,Chaos Assembly,East-1F,"1.99192,169.1178"
9ba640f1-750c-11e6-834d-5fcfed080ab0,2016-03-19 05:03:36+0000,84,1,-13.04626,120.6908,2016-05-17 02:30:34+0000,2014-07-22 07:44:51+0000,FALSE,Motion/Humidity,Furor,North-1G,"-13.04626,120.6908"
9ba3333a-750c-11e6-834d-5fcfed080ab0,2016-05-14 18:34:14+0000,37,3,76.57887,112.9462,2016-05-24 16:40:29+0000,2015-03-18 10:27:42+0000,FALSE,Temperature/Motion,Parallel,West-1D,"76.57887,112.9462"
9b9f6259-750c-11e6-834d-5fcfed080ab0,2015-10-29 20:55:25+0000,6,2,31.74923,122.9679,2015-11-06 16:26:20+0000,2015-06-15 09:20:05+0000,FALSE,Temperature/Motion/Humidity,Phantom,East-1D,"31.74923,122.9679"
9ba296fd-750c-11e6-834d-5fcfed080ab0,2015-11-30 03:47:18+0000,69,3,-38.46726,-144.3569,2015-12-07 03:00:12+0000,2013-12-31 03:38:40+0000,FALSE,Humidity,Germ,South-East-1G,"-38.46726,-144.3569"
9ba2e572-750c-11e6-834d-5fcfed080ab0,2016-01-28 11:28:20+0000,91,1,41.47368,-63.3997,2016-04-23 13:07:33+0000,2014-08-18 05:24:22+0000,FALSE,Temperature/Motion/Humidity,Lightning,South-1D,"41.47368,-63.3997"
9b980f33-750c-11e6-834d-5fcfed080ab0,2016-06-10 16:46:29+0000,21,1,-85.95781,99.4575,2016-06-20 00:30:13+0000,2014-04-04 21:16:49+0000,FALSE,Motion,Germ,West-1B,"-85.95781,99.4575"
9ba55624-750c-11e6-834d-5fcfed080ab0,2016-07-08 23:35:42+0000,90,2,0.212697,105.0083,2016-08-30 23:54:49+0000,2015-01-06 10:56:56+0000,FALSE,Motion/Humidity,Parallel,North-West-1E,"0.212697,105.0083"
9ba667b8-750c-11e6-834d-5fcfed080ab0,2015-12-20 16:01:38+0000,69,1,51.86687,166.3905,2016-05-22 17:59:49+0000,2013-12-21 15:58:43+0000,FALSE,Humidity,Twilight,North-East-1E,"51.86687,166.3905"
9ba66785-750c-11e6-834d-5fcfed080ab0,2016-01-01 08:04:41+0000,38,3,-34.83996,-168.2336,2016-03-29 21:16:46+0000,2013-12-31 03:38:15+0000,FALSE,Humidity,Germ,North-West-1G,"-34.83996,-168.2336"
9ba640d7-750c-11e6-834d-5fcfed080ab0,2016-04-13 19:10:14+0000,7,2,47.70959,-48.8168,2016-04-29 14:47:34+0000,2014-06-26 12:29:28+0000,FALSE,Temperature/Motion,Crew of Iron,East-1D,"47.70959,-48.8168"
9b9eed09-750c-11e6-834d-5fcfed080ab0,2016-07-04 10:29:07+0000,32,1,-42.70875,143.7059,2016-08-02 06:58:11+0000,2016-05-24 17:47:27+0000,FALSE,Humidity,Twilight,North-1A,"-42.70875,143.7059"
9ba4e100-750c-11e6-834d-5fcfed080ab0,2016-01-15 08:00:08+0000,87,1,7.24481,100.9782,2016-07-06 19:38:41+0000,2014-10-06 09:01:58+0000,FALSE,Temperature,Grime,North-West-1F,"7.24481,100.9782"
9b937b55-750c-11e6-834d-5fcfed080ab0,2015-10-27 07:44:12+0000,11,1,-33.94067,-12.8133,2015-10-29 11:28:05+0000,2015-03-29 22:38:30+0000,FALSE,Temperature/Humidity,Lightning,North-East-1F,"-33.94067,-12.8133"
9b961369-750c-11e6-834d-5fcfed080ab0,2015-12-24 15:27:06+0000,39,1,76.61814,136.6983,2016-02-19 16:08:00+0000,2014-03-25 00:36:45+0000,FALSE,Temperature/Motion/Humidity,Clone,North-West-1A,"76.61814,136.6983"
9ba359e5-750c-11e6-834d-5fcfed080ab0,2016-08-14 09:55:58+0000,46,1,22.78051,76.573,2016-08-14 22:18:39+0000,2015-03-17 18:00:15+0000,TRUE,Humidity,Grime,North-East-1G,"22.78051,76.573"
9ba333c6-750c-11e6-834d-5fcfed080ab0,2016-03-03 21:34:33+0000,42,3,86.50787,-55.6909,2016-04-20 17:54:37+0000,2013-12-25 13:52:21+0000,FALSE,Temperature/Motion,Clone,North-East-1C,"86.50787,-55.6909"
9ba64056-750c-11e6-834d-5fcfed080ab0,2016-07-04 00:47:10+0000,62,2,61.64309,47.3813,2016-07-23 20:23:24+0000,2014-03-16 12:25:31+0000,FALSE,Motion/Humidity,Twilight,South-East-1F,"61.64309,47.3813"
9ba248e8-750c-11e6-834d-5fcfed080ab0,2015-10-28 14:27:13+0000,8,3,78.8153,-139.3766,2016-05-02 21:45:06+0000,2015-02-03 12:20:16+0000,FALSE,Motion/Humidity,Grime,South-1B,"78.8153,-139.3766"
9ba5f213-750c-11e6-834d-5fcfed080ab0,2016-01-05 16:34:19+0000,71,3,-40.18741,93.477,2016-02-10 03:09:43+0000,2015-05-15 09:49:32+0000,TRUE,Humidity,Valhalla,North-1A,"-40.18741,93.477"
9ba33313-750c-11e6-834d-5fcfed080ab0,2016-04-24 14:57:37+0000,67,3,31.24849,142.3039,2016-05-11 19:47:18+0000,2015-02-18 17:13:57+0000,FALSE,Temperature,Clone,South-East-1F,"31.24849,142.3039"
9ba50805-750c-11e6-834d-5fcfed080ab0,2016-06-29 06:31:38+0000,61,3,-13.29459,-113.873,2016-08-22 01:12:25+0000,2014-03-29 00:32:13+0000,FALSE,Humidity,Clone,South-East-1F,"-13.29459,-113.873"
9ba4449c-750c-11e6-834d-5fcfed080ab0,2016-02-18 11:29:06+0000,88,3,-76.80039,-25.8004,2016-05-20 17:14:27+0000,2015-04-01 23:36:50+0000,FALSE,Temperature,Parallel,East-1F,"-76.80039,-25.8004"
9ba46ba3-750c-11e6-834d-5fcfed080ab0,2015-12-03 23:31:09+0000,13,1,-75.63554,-5.0948,2015-12-16 14:36:55+0000,2014-10-01 19:08:41+0000,FALSE,Motion/Humidity,Furor,West-1A,"-75.63554,-5.0948"
9ba2e568-750c-11e6-834d-5fcfed080ab0,2016-08-29 04:19:11+0000,40,3,-31.16283,-32.9276,2016-08-29 05:21:18+0000,2014-09-08 09:27:49+0000,FALSE,Temperature/Motion/Humidity,Valhalla,North-East-1E,"-31.16283,-32.9276"
9ba41d59-750c-11e6-834d-5fcfed080ab0,2016-04-29 22:10:25+0000,21,1,-31.35111,140.3861,2016-05-26 15:48:14+0000,2015-03-28 18:21:31+0000,FALSE,Motion,Clone,South-West-1G,"-31.35111,140.3861"
9ba381dd-750c-11e6-834d-5fcfed080ab0,2016-06-11 13:48:51+0000,59,1,55.69831,-33.7538,2016-07-29 08:29:36+0000,2015-06-18 12:31:45+0000,FALSE,Temperature,Parallel,North-West-1C,"55.69831,-33.7538"
9ba2be74-750c-11e6-834d-5fcfed080ab0,2016-04-26 00:44:10+0000,43,3,5.65999,-71.5307,2016-07-14 02:18:09+0000,2015-05-14 16:23:53+0000,FALSE,Temperature,Valhalla,North-1F,"5.65999,-71.5307"
9ba02597-750c-11e6-834d-5fcfed080ab0,2016-01-08 22:23:32+0000,94,2,-84.96943,144.1628,2016-03-14 12:25:44+0000,2014-11-22 21:43:19+0000,FALSE,Temperature/Motion/Humidity,Grime,North-1F,"-84.96943,144.1628"
9ba3cf12-750c-11e6-834d-5fcfed080ab0,2015-12-10 17:52:50+0000,13,1,20.17651,2.9578,2016-05-01 12:06:08+0000,2015-07-02 14:47:09+0000,FALSE,Temperature,Germ,South-West-1E,"20.17651,2.9578"
9ba30bb0-750c-11e6-834d-5fcfed080ab0,2015-11-04 02:22:45+0000,44,2,-12.9076,-126.3207,2016-06-29 12:15:53+0000,2013-12-23 00:04:13+0000,FALSE,Humidity,Hydro,North-1G,"-12.9076,-126.3207"
9ba5f214-750c-11e6-834d-5fcfed080ab0,2015-11-25 12:30:00+0000,43,2,67.5634,-157.017,2016-07-04 13:36:11+0000,2014-03-22 01:29:45+0000,FALSE,Temperature/Humidity,Crew of Iron,North-1F,"67.5634,-157.017"
9ba1ac40-750c-11e6-834d-5fcfed080ab0,2016-01-14 23:47:15+0000,73,3,-24.55374,72.0612,2016-08-10 20:11:25+0000,2015-05-27 15:47:39+0000,FALSE,Motion,Lightning,North-1C,"-24.55374,72.0612"
9ba5cbae-750c-11e6-834d-5fcfed080ab0,2015-12-08 02:39:26+0000,57,2,42.00985,118.2331,2016-01-28 20:45:38+0000,2015-03-07 23:29:52+0000,FALSE,Humidity,Phantom,North-East-1C,"42.00985,118.2331"
9ba3f6d4-750c-11e6-834d-5fcfed080ab0,2016-06-01 03:19:39+0000,93,1,61.0184,21.5654,2016-07-13 18:07:42+0000,2015-10-01 08:41:50+0000,FALSE,Motion,Furor,South-1B,"61.0184,21.5654"
9ba52f6a-750c-11e6-834d-5fcfed080ab0,2015-12-07 20:06:04+0000,66,1,-4.0699,-42.6025,2015-12-16 00:45:45+0000,2015-03-29 19:54:12+0000,FALSE,Motion,Silence,West-1F,"-4.0699,-42.6025"
9ba4e119-750c-11e6-834d-5fcfed080ab0,2015-09-03 21:54:20+0000,6,1,45.61123,1.264,2015-11-26 14:18:38+0000,2015-04-16 02:39:49+0000,FALSE,Motion/Humidity,Germ,South-East-1E,"45.61123,1.264"
9ba1ac9a-750c-11e6-834d-5fcfed080ab0,2015-11-05 20:12:53+0000,49,2,-13.77152,20.7577,2015-12-08 12:03:39+0000,2014-10-07 16:48:03+0000,FALSE,Temperature/Motion/Humidity,Silence,North-1G,"-13.77152,20.7577"
9ba13724-750c-11e6-834d-5fcfed080ab0,2015-09-15 05:45:25+0000,87,1,-44.11398,85.1562,2016-05-12 18:45:17+0000,2014-01-06 13:41:40+0000,FALSE,Humidity,Clone,South-West-1G,"-44.11398,85.1562"
9ba41d5b-750c-11e6-834d-5fcfed080ab0,2016-07-22 07:16:34+0000,6,3,15.10824,30.9933,2016-08-08 10:24:43+0000,2015-11-17 14:46:31+0000,FALSE,Motion,Twilight,East-1D,"15.10824,30.9933"
9ba3cfea-750c-11e6-834d-5fcfed080ab0,2016-05-24 07:15:48+0000,2,1,-22.41978,74.5884,2016-06-26 08:39:05+0000,2015-01-11 19:08:04+0000,FALSE,Temperature/Humidity,Silence,North-East-1D,"-22.41978,74.5884"
9ba30c50-750c-11e6-834d-5fcfed080ab0,2016-03-16 15:04:06+0000,80,2,35.67168,64.1059,2016-06-08 11:36:44+0000,2015-05-10 11:00:50+0000,FALSE,Temperature/Motion/Humidity,Furor,East-1C,"35.67168,64.1059"
9ba6196d-750c-11e6-834d-5fcfed080ab0,2016-04-17 00:40:59+0000,4,1,-18.25928,160.701,2016-06-09 05:22:49+0000,2014-03-19 15:06:42+0000,FALSE,Motion,Clone,East-1D,"-18.25928,160.701"
9ba6190a-750c-11e6-834d-5fcfed080ab0,2015-11-12 16:00:39+0000,88,3,69.55551,-117.9633,2016-07-29 07:19:50+0000,2015-02-25 00:15:51+0000,FALSE,Temperature/Humidity,Crew of Iron,East-1D,"69.55551,-117.9633"
9ba507f2-750c-11e6-834d-5fcfed080ab0,2016-08-09 08:23:32+0000,77,2,-34.12602,161.8985,2016-08-14 00:38:52+0000,2014-06-12 15:40:52+0000,FALSE,Temperature/Motion,Shadow Council,North-1B,"-34.12602,161.8985"
9ba5a427-750c-11e6-834d-5fcfed080ab0,2016-04-29 05:28:57+0000,9,3,-72.45387,99.0575,2016-08-11 00:18:18+0000,2014-08-12 11:13:20+0000,FALSE,Temperature/Motion,Clone,South-East-1D,"-72.45387,99.0575"
9ba5cb5d-750c-11e6-834d-5fcfed080ab0,2016-08-26 08:20:44+0000,19,1,56.42385,8.6872,2016-08-31 22:22:33+0000,2015-01-22 04:39:03+0000,FALSE,Motion/Humidity,Silence,North-West-1F,"56.42385,8.6872"
9ba5f25f-750c-11e6-834d-5fcfed080ab0,2015-11-07 02:41:46+0000,77,3,6.72108,-145.7862,2016-07-16 20:14:37+0000,2015-07-13 13:12:38+0000,FALSE,Temperature/Motion/Humidity,Germ,North-1E,"6.72108,-145.7862"
9ba2be21-750c-11e6-834d-5fcfed080ab0,2016-07-13 15:51:26+0000,29,1,-26.85201,78.1414,2016-07-15 01:26:06+0000,2015-03-03 09:39:18+0000,FALSE,Motion/Humidity,Chaos Assembly,North-West-1G,"-26.85201,78.1414"
9ba29711-750c-11e6-834d-5fcfed080ab0,2016-07-19 19:14:56+0000,57,1,-57.97199,-147.9678,2016-08-05 23:26:27+0000,2015-04-13 09:16:52+0000,FALSE,Temperature/Motion,Chaos Assembly,East-1C,"-57.97199,-147.9678"
9ba57cd7-750c-11e6-834d-5fcfed080ab0,2016-05-04 14:29:17+0000,61,2,-31.21595,-77.8715,2016-07-30 18:56:00+0000,2016-02-24 21:05:35+0000,FALSE,Temperature/Motion,Valhalla,South-East-1D,"-31.21595,-77.8715"
9b9c7c0a-750c-11e6-834d-5fcfed080ab0,2015-11-15 11:28:25+0000,76,1,-13.17708,-178.7235,2016-08-22 02:06:27+0000,2014-08-19 11:15:56+0000,FALSE,Motion/Humidity,Shadow Council,North-West-1C,"-13.17708,-178.7235"
9ba221c1-750c-11e6-834d-5fcfed080ab0,2016-04-05 15:54:05+0000,62,2,55.35865,-104.873,2016-04-24 21:01:27+0000,2013-12-17 22:37:29+0000,FALSE,Temperature/Motion/Humidity,Clone,North-1B,"55.35865,-104.873"
9b961362-750c-11e6-834d-5fcfed080ab0,2016-03-07 01:45:16+0000,2,3,20.27606,38.8782,2016-08-19 14:49:47+0000,2015-02-15 04:11:39+0000,FALSE,Temperature,Valhalla,North-1B,"20.27606,38.8782"
9ba02594-750c-11e6-834d-5fcfed080ab0,2015-10-25 03:30:50+0000,94,2,21.81067,-115.5403,2016-03-31 20:20:13+0000,2015-01-25 04:49:43+0000,FALSE,Motion,Phantom,North-East-1G,"21.81067,-115.5403"
9ba640a5-750c-11e6-834d-5fcfed080ab0,2016-02-26 10:06:10+0000,86,1,-38.71277,94.3834,2016-05-12 07:42:40+0000,2014-09-27 07:34:31+0000,FALSE,Temperature/Humidity,Germ,West-1D,"-38.71277,94.3834"
9ba221c2-750c-11e6-834d-5fcfed080ab0,2016-04-24 09:22:05+0000,54,1,-50.60768,-49.674,2016-08-03 13:48:51+0000,2015-01-18 14:12:34+0000,FALSE,Temperature,Valhalla,South-1B,"-50.60768,-49.674"
9ba073bb-750c-11e6-834d-5fcfed080ab0,2016-06-25 05:40:14+0000,18,1,55.00961,41.8012,2016-08-19 22:17:24+0000,2016-04-15 01:22:29+0000,FALSE,Temperature/Motion,Furor,North-East-1D,"55.00961,41.8012"
9ba5a3ca-750c-11e6-834d-5fcfed080ab0,2016-02-19 12:33:32+0000,71,2,-38.48571,-123.0859,2016-07-27 20:41:24+0000,2014-02-10 23:57:59+0000,FALSE,Motion/Humidity,Phantom,East-1B,"-38.48571,-123.0859"
9ba248ed-750c-11e6-834d-5fcfed080ab0,2016-06-03 03:01:32+0000,17,1,-13.61219,-91.1516,2016-06-07 05:33:43+0000,2015-09-14 05:20:24+0000,FALSE,Humidity,Germ,North-1D,"-13.61219,-91.1516"
9b9ec60d-750c-11e6-834d-5fcfed080ab0,2016-02-07 20:30:09+0000,10,3,-25.81111,-71.883,2016-02-13 15:34:26+0000,2014-09-13 22:24:11+0000,FALSE,Temperature/Motion/Humidity,Twilight,South-East-1F,"-25.81111,-71.883"
9ba359d9-750c-11e6-834d-5fcfed080ab0,2015-09-18 09:47:00+0000,24,2,64.65389,56.7283,2016-06-10 12:26:45+0000,2015-03-20 11:33:29+0000,FALSE,Temperature,Germ,North-East-1G,"64.65389,56.7283"
9b9e02c1-750c-11e6-834d-5fcfed080ab0,2016-02-20 10:14:05+0000,61,3,-74.79964,-74.5064,2016-07-04 23:50:22+0000,2014-10-24 14:45:48+0000,FALSE,Temperature/Motion/Humidity,Grime,North-1G,"-74.79964,-74.5064"
9ba52f72-750c-11e6-834d-5fcfed080ab0,2016-05-14 22:33:51+0000,89,3,-5.64329,-19.2669,2016-07-20 11:02:28+0000,2015-01-26 10:48:23+0000,FALSE,Temperature,Shadow Council,North-West-1G,"-5.64329,-19.2669"
9ba444c4-750c-11e6-834d-5fcfed080ab0,2016-05-02 23:57:01+0000,53,1,-4.84253,7.6123,2016-08-06 16:20:55+0000,2015-08-02 05:43:20+0000,FALSE,Temperature/Motion,Furor,West-1E,"-4.84253,7.6123"
9ba4b9d9-750c-11e6-834d-5fcfed080ab0,2015-11-11 11:11:21+0000,2,1,29.07387,140.8324,2016-03-07 20:29:47+0000,2014-09-14 22:24:14+0000,FALSE,Humidity,Clone,South-1E,"29.07387,140.8324"
9ba04cd1-750c-11e6-834d-5fcfed080ab0,2015-10-24 01:29:43+0000,69,1,-5.2829,-24.6348,2016-07-30 18:09:59+0000,2014-12-14 16:30:59+0000,FALSE,Temperature,Chaos Assembly,South-East-1E,"-5.2829,-24.6348"
9ba49272-750c-11e6-834d-5fcfed080ab0,2016-08-04 22:35:23+0000,33,2,73.38393,153.1349,2016-08-30 06:12:34+0000,2015-06-28 20:00:55+0000,FALSE,Temperature/Motion,Shadow Council,North-1D,"73.38393,153.1349"
9ba381c8-750c-11e6-834d-5fcfed080ab0,2016-02-24 03:06:08+0000,55,2,-13.16999,105.8357,2016-03-29 07:59:34+0000,2015-07-13 15:26:07+0000,FALSE,Temperature/Motion,Grime,South-1G,"-13.16999,105.8357"
9ba4930e-750c-11e6-834d-5fcfed080ab0,2016-06-15 15:46:40+0000,37,2,56.49553,-1.9814,2016-07-09 06:09:54+0000,2015-07-25 22:28:14+0000,FALSE,Temperature/Motion/Humidity,Clone,South-East-1F,"56.49553,-1.9814"
9ba3a87d-750c-11e6-834d-5fcfed080ab0,2016-04-22 00:44:55+0000,26,2,-1.12922,-52.8194,2016-05-31 02:49:24+0000,2014-12-23 08:22:07+0000,FALSE,Motion,Parallel,West-1G,"-1.12922,-52.8194"
9ba5a438-750c-11e6-834d-5fcfed080ab0,2016-05-09 23:51:02+0000,29,2,44.27794,83.4306,2016-07-21 07:32:04+0000,2014-12-11 22:38:53+0000,FALSE,Temperature/Motion,Crew of Iron,East-1F,"44.27794,83.4306"
9ba1857e-750c-11e6-834d-5fcfed080ab0,2015-09-23 04:11:15+0000,55,2,84.78486,-2.3483,2016-04-04 14:28:58+0000,2015-04-05 06:54:25+0000,FALSE,Motion,Furor,East-1B,"84.78486,-2.3483"
9ba2217e-750c-11e6-834d-5fcfed080ab0,2015-11-16 02:53:57+0000,65,2,-50.03008,-144.0642,2016-05-22 00:49:55+0000,2014-03-12 13:22:25+0000,FALSE,Motion/Humidity,Grime,South-West-1E,"-50.03008,-144.0642"
9ba29728-750c-11e6-834d-5fcfed080ab0,2016-06-09 06:13:25+0000,79,2,64.51226,17.1302,2016-08-16 19:05:06+0000,2014-06-22 21:39:06+0000,FALSE,Motion/Humidity,Clone,West-1C,"64.51226,17.1302"
9ba30bbc-750c-11e6-834d-5fcfed080ab0,2016-03-16 10:38:24+0000,11,3,-57.03243,-93.3984,2016-04-09 05:10:35+0000,2014-08-16 18:15:26+0000,FALSE,Motion,Lightning,North-East-1C,"-57.03243,-93.3984"
9ba6678d-750c-11e6-834d-5fcfed080ab0,2016-08-18 02:55:41+0000,48,2,49.30334,150.5413,2016-08-25 12:19:21+0000,2016-03-07 16:11:18+0000,FALSE,Temperature/Motion,Germ,West-1G,"49.30334,150.5413"
9b97c119-750c-11e6-834d-5fcfed080ab0,2015-11-12 11:58:10+0000,30,1,47.35009,-26.5307,2016-01-30 03:03:03+0000,2015-07-27 15:12:28+0000,FALSE,Motion/Humidity,Valhalla,South-East-1A,"47.35009,-26.5307"
9ba296f0-750c-11e6-834d-5fcfed080ab0,2016-08-09 18:07:30+0000,89,2,28.44178,-107.774,2016-08-26 23:25:11+0000,2015-07-31 02:01:07+0000,FALSE,Temperature/Motion,Twilight,South-East-1D,"28.44178,-107.774"
9ba50833-750c-11e6-834d-5fcfed080ab0,2016-03-14 08:14:00+0000,76,2,-61.84162,56.0773,2016-08-20 14:40:35+0000,2014-03-05 15:00:56+0000,FALSE,Motion/Humidity,Lightning,North-1A,"-61.84162,56.0773"
9ba33342-750c-11e6-834d-5fcfed080ab0,2015-09-30 19:09:45+0000,80,2,71.89833,-63.2424,2016-04-24 06:33:59+0000,2014-08-24 10:57:39+0000,FALSE,Temperature,Germ,South-East-1G,"71.89833,-63.2424"
9ba6408c-750c-11e6-834d-5fcfed080ab0,2015-10-14 01:15:26+0000,31,2,-10.94318,-64.9608,2016-04-19 23:36:55+0000,2013-12-17 01:38:32+0000,FALSE,Temperature/Humidity,Grime,South-East-1F,"-10.94318,-64.9608"
9ba2bdc4-750c-11e6-834d-5fcfed080ab0,2016-07-05 16:52:12+0000,21,3,-23.67967,98.1403,2016-08-19 03:23:05+0000,2013-12-25 10:43:01+0000,FALSE,Motion,Silence,South-West-1A,"-23.67967,98.1403"
9ba1d3c7-750c-11e6-834d-5fcfed080ab0,2016-07-29 17:53:30+0000,5,3,-57.50676,-153.4794,2016-08-25 13:48:50+0000,2016-06-15 02:04:15+0000,FALSE,Temperature/Humidity,Silence,North-East-1C,"-57.50676,-153.4794"
